Title	Video ID	Published At	Description	View Count	Like Count	View-Like-Ratio
Rosie Thomas - Red Rover (OFFICIAL VIDEO)	_Pqmhezo5EM	2006-04-06T19:40:25Z	Subscribe To Sub Pop's YouTube Channel http://www.youtube.com/user/subpoprecords Rosie Thomas / Sub Pop ...	142410	588	0.004128923531
Brand New Sin - Black and Blue	a9nsvnr12ms	2006-03-08T23:22:34Z	First video from Century Media release RECIPE FOR DISASTER Buy & Listen to BRAND NEW SIN: Brand New Sin - Brand New ...	140447	702	0.004998326771
Red Doors Trailer - Large	-19sFPz5YaI	2006-05-27T15:23:18Z	DVD streets on 1/30! Pre-Ordere on Amazon now! Visit us: www.reddoorsthemovie.com www.myspace.com/reddoors Opening in ...	138372	271	0.001958488712
Alison Moyet & Dawn French on The Paul O Grady Show - Part 1	Ll83CT-Lmdk	2006-05-18T02:17:09Z	Part 1 of an interview with Alsion and Dawn on 17.05.09 with Paul O Grady.	137769	255	0.001850924373
Coldcut Man in a Garage	d4weaGksdX4	2006-04-26T12:02:07Z	The second full single release from the upcoming Sound Mirrors album finds Coldcut hooking up with John Matthias for a ...	136944	599	0.004374050707
Stick It - behind the scenes (John Patrick Amedori)	Za2OBPZzKaQ	2006-05-05T16:58:33Z	John Patrick Amedori Very funny. And hot.	135563	425	0.00313507373
Final Fantasy IV Advance Brachioraidos	VPM9tHkqrgw	2006-04-09T01:41:17Z	This video was requested, fight against Brachioraidos who is the toughest enemy in FFIV Advance, including Zeromus EG. Kept at ...	135250	210	0.001552680222
1995 Indianapolis 500 Finish	6XZxGvH6Asw	2006-04-09T11:33:42Z	Here is the last 11 laps of the finish to the last real Indy 500.	134185	513	0.003823080076
Cutman	EaQUoItXQOI	2006-04-26T05:54:24Z	Cutman, Harvell Jenkins (Ryan Sickler) and Corner Man, Teddy Loons (Tom Segura) are veteran partners in the boxing game.	132673	641	0.004831427645
2000 CART Fontana - Engine Disintegration	hbz8KONVrUk	2006-05-12T11:23:09Z	A number of engines blew up spectacularly during the 2000 Fed/Ex Championship(CART) race.	132291	567	0.004286005851
(2)Dark Forces II: Jedi Knight - Double Cross at Nar Shaddaa	HdEthjXZg_Y	2006-05-21T09:45:27Z	The next Cutscene of Jedi Knight Nar Shaddaa The Vertical City © 1997 Lucasarts Entertainment Company LLC © 1997 ...	131318	398	0.003030810704
B3 - We got the power	7xnA6-EBAfs	2006-03-16T13:23:16Z	B3 Videoclip to We got the power.	131222	281	0.002141409215
finale Irina&Sydney	eMz3luyWt-g	2006-05-24T12:45:58Z	HUGE SPOILER!!!!!! if you did not watch the finel episode of alias, DO NOT watch this! syd & irina's final moments ever.	130196	487	0.003740514302
Benny Greb @ MEINL Drum Festival 2005 part II	OBk9zeRQK8U	2006-05-16T13:56:38Z	Benny Greb playing at the MEINL Drum Festival 2005 - Live on stage!	129604	453	0.003495262492
Danko Jones - First Date	jpqL4nnqzNc	2006-05-22T13:49:09Z	Danko Jones - First Date, taken from their new album Sleep Is The Enemy. Out now on Bad Taste Records and Razor & Tie.	128964	1031	0.007994479079
John Smiths Ya Barred!	_Qd0zrT9Pro	2006-05-11T21:50:41Z	Very good beer advertising.	127094	261	0.002053598124
Serena-Maneesh - Drain Cosmetics	RT_uwSI01Hc	2006-05-15T15:50:07Z	Check out Serena-Maneeh's album 'S-M 2: Abyss in B Minor' Beggars Banquet Archive ➤ http://bit.ly/2VBHdvZ 21 of the Arkive's ...	126044	613	0.004863381042
Jeans Team - Oh Bauer	iJVZOyVtInM	2006-04-13T08:48:11Z	From the CD Musik Von Oben (2005) Directors: Tom Henze & Lars Hubrich.	124858	813	0.006511396947
Evil's Toy Virtual State	MmVWjWFqhn8	2006-03-27T10:08:22Z	Virtual State video by Evil's Toy.	124822	628	0.005031164378
Wolfsheim - Leave No Deed Undone (live)	TpHBNptgHlY	2006-03-20T01:23:56Z	Synthpop act Wolfsheim performing Leave No Deed Undone live from Dreaming Apes album. Official bandpage: ...	124258	554	0.004458465451
Nintendo Wii E3 Trailer 1	Gy-tEhZpICY	2006-05-10T11:59:36Z	This is the first clip that focuses on Fresh Experiences or being more in touch with your games. 2nd one here: ...	123991	393	0.003169584889
Manic Drive - Memories (2006)	pDP81__1Oh4	2006-03-07T16:50:39Z	http://www.manicdrive.com Manic Drive - Memories Music Video 2005.	123855	N/A	#VALUE!
Handbrake Turn	NlaQGCr0dfI	2006-05-18T01:44:54Z	Short vid (~2min) on how to perform a Handbrake Turn.	122310	957	0.007824380672
1995 Indianapolis 500 Intro	8lVNTkKTpVM	2006-03-22T03:49:54Z	ABC intro of the 1995 broadcast.	120681	442	0.003662548371
1992 Indianapolis 500 Intro	CSzgwCql_mo	2006-03-22T02:27:31Z	ABC intro for the 1992 broadcast narrated by Paul Page.	120489	543	0.00450663546
Guild Wars Factions Trailer	87kahzFP_E4	2006-04-01T10:03:23Z	This is the Trailer to the Add-on called Guild Wars Faction	120158	386	0.003212436958
Torcida Split Flares	Y81_TyEQZzI	2006-04-17T07:00:05Z	Torcida Split burning flares, three times the game has been stopped.	119830	334	0.002787281983
English - Sallys Song	39awVQQ7MIc	2006-04-13T08:21:26Z	Sallys song - TNBC.	119726	714	0.005963616925
Blestjaschie	CcuFUNRXhnI	2006-04-03T19:06:53Z	Russian-Song.	118774	184	0.001549160591
House Mp3 Player	bsbpFKDIaZ0	2006-03-12T14:17:08Z	Dr. Gregory House.	117676	744	0.006322444679
Shikamaru Can't Be Touched	Z-vR8YgfEf4	2006-05-27T20:19:35Z	RATE AND COMMENT! This AMV is created for the true fans of AMVs who watch them to view a story and theme, and not just for ...	117504	695	0.005914692266
Fieldhockey : Worldhockey highlights women	FeWZkO6kZl0	2006-04-30T16:42:08Z	Vidéo de promotion de la FIH contact : http://www.fihockey.org.	117039	78	0.0006664445185
Miss USA 2005 Top 15 Finalists	ERjQ3Co9_Es	2006-05-25T21:28:42Z	Miss USA 2005 Top 15 Finalists Watch MIss Illinois: What a Smile! Watch Miss Michigan: What a reaction! Watch Miss California: ...	116915	275	0.002352136167
How to Apply Professional Makeup : How to Apply Contour Makeup	0o9Wti1cA7U	2006-05-08T20:09:39Z	Learn how to contour your face with the right application of makeup in this free online instructional video on applying make up ...	115799	205	0.001770308897
Lawn Dogs (The Movie) - Rebel Yell	01ZY0U0C5bI	2006-05-14T13:27:34Z	Fan created music video using the Billy Idol song 'Rebel Yell' and scenes from the movie 'Lawn Dogs'	115784	435	0.003756995785
When a girl says it's a good size	W0nqZii2RjI	2006-04-24T19:28:51Z	Scene from Mallrats just after Rene has shagged Brodie in the lift and tells him Too little to late Linked to this blog post ...	115462	267	0.002312449117
Thief: The Dark Project Trickster cutscene.	-AAzkPkiImo	2006-03-03T03:45:00Z	Taken directly from the game CD. Again, this one contains heavy spoilers.	113217	863	0.007622530185
Queer as Folk	0adIuPa4yu8	2006-05-30T02:49:33Z	Clips from Queer as Folk.	112394	503	0.004475327864
F.E.A.R. (First Encounter Assault Recon) - Machinima Video 1	ZhDxl4S5tkU	2006-03-22T22:21:53Z	P.A.N.I.C.S. (People Acting Normal in Crazy-ass Situations) - Episode 01 Miller Time The ESRB has rated this game Mature ...	111851	595	0.005319576937
The Thing :: Norris Transformation	Mk_TEbr7IGU	2006-03-26T20:59:14Z	A chapter from The Thing	111467	337	0.003023316318
Rachel Stevens My World Documentary Part 1	MU5S1hEk6-Y	2006-03-07T09:38:45Z	Part 1 of the television documentary following around Rachel Stevens, formerly of S Club 7. Originally broadcast on October 16th, ...	110964	375	0.003379474424
Banjo-Kazooie Blubber's Secret Island	BSQxq6P9EYY	2006-03-01T14:38:45Z	[Game Hack] Captain Blubber on a secret island talking about the ice key.	110472	361	0.003267796365
Deep Space Nine Fan Trailer	_s-nDssQRtI	2006-04-23T09:45:33Z	A 4 minute trailer/montage/thing that I made of great moments from Deep Space Nine. The music is the Babylon 5 Season 3 ...	110055	1053	0.009567943301
Immortal Brick-Movie	Hbx7ozU2RKk	2006-03-24T17:28:30Z	Short Music-Brick-Movie from the famous Black-Metal Band Immortal! (The song is Mountains of Might and not Noctambulant ...	109857	572	0.005206768799
Tokyo Mew Mew-Rain Scene (Ep. 27)	fvA__fiWA2E	2006-05-29T03:09:18Z	The Rain Scene (Ep. 27) from Tokyo Mew Mew! Masaya and Ichigo confess their loves to one another!	109220	1136	0.01040102545
Short YuGiOh Scene	PaBGAuO04Vg	2006-03-25T19:12:52Z	its the first time i liked yami yugi a bit xD he's cute when he cries ^^	108678	1207	0.01110620365
Clive Revill as The Emperor	GkhurYI-zR0	2006-03-25T07:06:35Z	Darth Vader's holographic communication with the Emperor was updated for the DVD release of The Empire Strikes Back with Ian ...	108510	300	0.002764722145
Supernatural - Trapt	3Pw-8jGfAwA	2006-05-20T15:49:11Z	supernatural clips made into a music video along with trapts song 'These walls'	105525	285	0.002700781805
America West/ US Airways Merger Video	BjKyhe7PPok	2006-04-03T14:58:07Z	America West Airlines Merger Video.	104703	454	0.00433607442
Benny Greb @ MEINL Drum Festival 2005 part III	ME50XacQmzE	2006-05-16T14:08:15Z	Benny Greb playing at the MEINL Drum Festival 2005 - Live on stage!	104575	333	0.003184317475
Akira The Don: CLONES ft Bashy	SGBgQHDl9w8	2006-04-08T17:21:56Z	DOWNLOAD ON ITUNES: http://smarturl.it/ATDCLONES http://www.akirathedon.com http://www.twitter.com/akirathedon From the ...	104565	512	0.004896475876
Zoot Woman - 'Taken It All' Video	2CG0Y3205H0	2006-04-06T12:54:58Z	New Zoot Woman Album 'Maxidrama' OUT NOW http://www.zootwoman.com.	104189	385	0.003695207747
Nike Huarache 2k4 Commercial	rE6tdVzaOkg	2006-04-17T13:27:31Z	http://www.NiceKicks.com - Nike Huarache 2K4 commercial displaying the evolution of Nike basketball shoes into the Huarache ...	104173	N/A	#VALUE!
Asskicking Device	9_p6z6IVBtI	2006-03-25T11:41:01Z	I have build a Rube Goldberg Device with Garry's Mod for HalfLife 2.	104138	837	0.008037411896
Ronin Warriors Episode 21	cTO6jw7A7s0	2006-03-11T02:13:10Z	Ronin Warriors Episode 21! Enjoy :D.	103668	342	0.003298992939
Pepsi Totti Twist	CT3X7gXgnvc	2006-03-04T22:24:39Z	A Pepsi TV commercial with Francesco Totti.	103658	100	0.0009647108762
NewsRadio Clip - Pretty Vs. Cute	Z7iU2HFUXaU	2006-04-01T04:38:59Z	Lisa is chosen as New York's Cutest Reporter, causing Beth to debate the meaning of cute.	103377	686	0.006635905472
Scare Dares' Part 1	Phd8t_tZZfc	2006-05-12T18:56:58Z	In this episode of Shining Time Station, It's Halloween, and Dan tries to prove to the other kids that he isn't afraid of anything, ...	101764	150	0.001473998664
Hellsing Das böse	09NdIYiD4ho	2006-04-18T00:59:12Z	this is my first amv in a long long time i hope you enjoy it ^_^ Hellsing with the song Das Böse by e nomine i love it..... please ...	101219	580	0.005730149478
mika nakashima	U4oCEoZe_ag	2006-04-02T11:46:15Z	sony present new technology by mika she is so cute guy and very famous star in japan you can see her movie is NANA.	100865	111	0.001100480841
Hefner - Good Fruit	TSIPg3iLSbk	2006-03-31T13:33:27Z	Hefner´s 'good fruit'	100220	452	0.004510077829
Fidermark	xVXJ5bjnrsc	2006-04-14T13:54:15Z	The stallion Fidermark with marlies v. Baalen.	98727	100	0.001012894142
King Kong Blooper reel	Afq0kVTOmks	2006-03-15T10:01:40Z	Peter Jackson receives an award for King Kong and shows us a blooper reel.	98367	573	0.005825124279
ZSK - We Will Stop You	u4xt7ptPku8	2006-04-14T20:41:53Z	NEUES ALBUM HOLEN: https://zsk.lnk.to/EndeDerWelt ▷▷▷ TOURTICKETS: https://zsk.hamburgrecords.com/ Ende der Welt ...	97779	985	0.01007373771
Akane's Baka Song (from the Anime Ranma 1/2)	zXxGxlQctho	2006-03-15T23:08:17Z	this vid is not made by me ^^) I love the song! ^^ Akane is cool XD you can download this and some other Anime Clips here: ...	97628	678	0.006944728971
Bang!	G3AhJ6h1KEs	2006-03-08T22:12:02Z	You love that one barry!	97438	59	0.0006055132495
Flight From Death: The Quest for Immortality Official Trailer	eMla61cOMtc	2006-05-02T21:09:09Z	http://flightfromdeath.com - Narrated by Gabriel Byrne (Usual Suspects, Vanity Fair, Miller's Crossing), this seven-time Best ...	97065	387	0.003987019008
The Elected - Not Going Home (OFFICIAL VIDEO)	2TSLlvMD62w	2006-04-06T21:43:54Z	Subscribe To Sub Pop's YouTube Channel http://www.youtube.com/user/subpoprecords The Elected / Sub Pop ...	96554	395	0.004090974998
Speed Levitch:  The New York City Grid Plan	9awJCyjt550	2006-03-02T00:04:31Z	Speed Levitch expresses his thought on the New York City Grid Plan.	96262	803	0.008341817124
Dom Joly vs Germany	bS5-H6ZW0KE	2006-05-30T13:25:13Z	Dom Joly in Germany's Nurnberg stadium hurling politically correct abuse at a German fan.	96208	237	0.002463412606
Thomas Lang @ MEINL Drum Festival 2005 part IIIb	dn_WW_5ryyc	2006-05-16T13:08:41Z	Thomas Lang playing at the MEINL Drum Festival 2005 - Live on stage!	96149	179	0.001861693829
lost and delirious	XevPSx82IoU	2006-04-24T01:12:47Z	Clips from 'lost and delirious' with music by linkin park, 'in the end' =) thanks to all that left comments and rated the vid =)	95414	308	0.003228037814
Fink- Live	oA0cNuoIsKY	2006-04-26T14:57:35Z	Fink 2014 Tour. Tickets available: http://smarturl.it/finklive Live at Motel Mozaique, Rotterdam Buy at Ninjashop: ...	94978	309	0.003253384994
Satin Sheets	PpIlex5EvYs	2006-04-03T20:53:16Z	The Bellamy Brothers singing Willis Alan Ramsey's Satin Sheets on German TV in the 70s.	93980	187	0.001989785061
If It Be Your Will	kXxCmBK_bbM	2006-05-23T04:41:10Z	Not a funny one, sorry. ^_^ I just thought that this song was fitting. It's by the amazing and wonderful Leonard Cohen. So sad, no?	93392	197	0.002109388384
Making of Best Friends	RVcR4oE35sc	2006-03-17T20:19:25Z	das ist ein Video von Richie Stringini.	93143	221	0.002372695747
Damhnait Doyle - Another California Song	YaxosG2R6nk	2006-04-28T13:34:00Z	Damhnait Doyle's video for Another California Song. She wrote the song with Gordie Sampson. Gordie Sampson also produced ...	92613	266	0.002872166974
Son Goku VS Jackie Chun	zY0aq6HkJRg	2006-05-13T19:06:42Z	Fight against Goku and Jackie Chun in German.	91880	249	0.002710056596
Dancing Blade - Katteni Momo Tenshi [Episode 1]  1/4	WHq7UpBaFNM	2006-04-20T19:32:07Z	Name : Dancing Blade Katteni Momo Tenshi Info : Episode 1 - part 1 of 4 Audio : Japanese Subs : No subtitles Please rate the ...	91614	98	0.001069705504
AGNOSTIC FRONT - All Is Not Forgotten (Official Live Video)	vJZjtGmZj6U	2006-05-12T13:04:26Z	Taken off the album Live at CBGB ▷ FOLLOW @REIGNING PHOENIX MUSIC EU: https://shopeu.reigningphoenixmusic.com ...	90815	254	0.002796894786
The Brothers Chaps: Interview on Pulse	jxKdxNew8Os	2006-03-02T22:36:18Z	Matt and Mike Chapman (with special guest Missy Palmer) appeared on G4's Pulse back in August 2003 well after Homestar ...	88460	1552	0.01754465295
Killer - Naughty Boy	sm8nYgjx7MQ	2006-03-26T10:46:52Z	The Music Video Killer's new band: http://www.myspace.com/killeraspect.	88390	298	0.003371422107
Mishka Adams - Where Do We Begin	oy4W-3OIf5g	2006-03-29T01:50:17Z	Mishka Adams' Where Do We Begin, courtesy of Candid Records. Encoded by PhilMusic.com.	88381	226	0.002557110691
Korn - Liar (Sin City)	iXzS6rZJph8	2006-05-16T12:44:05Z	My Music video to Sin City using Korn's Liar	87167	318	0.003648169605
Drawing Restraint 9 Trailer	Wx6VnMrMMGo	2006-05-28T15:49:58Z	matthew barney.	85426	649	0.007597218645
The Fighter	3G1vqGyl0WQ	2006-03-30T02:01:53Z	The Fighter is the second track to be taken form the Album Always Forever Now. Produced by ASH from Mad Angel.	83681	90	0.00107551296
Aksar	KQRlmsdp4Pg	2006-04-13T00:08:08Z	hot hot.	82937	39	0.0004702364445
Dragonslayer	lNLZDDNVo2M	2006-03-07T16:36:41Z	A story about a dragonslayer doing his (last) job. Will he survive? I tell you he will, but due extremely cute circumstances he will ...	82729	230	0.002780161733
Troy	O9x8Cmb5x9Q	2006-04-07T13:42:30Z	A video I created with the song Bring Me To Life by Evanescence, music copyright Wind Up and Evanescence. Fandom: ...	82574	164	0.001986097319
(3)Dark Forces II: Jedi Knight - Leaving so soon?	iVP_XxImzdk	2006-05-27T23:09:58Z	Kyle and 8t88 :D © 1997 Lucasarts Entertainment Company LLC © 1997 Lucasfilm STAR WARS®	82203	220	0.002676301352
Batman with the Bomb	Rm7gTQBpVck	2006-04-23T02:28:52Z	A very funny Scene from the first Batmanmovie in the 60s. They speak german but i think its still funny if you cant understand ...	81835	206	0.002517260341
Mike Terrana @ MEINL Drum Festival 2005 part II	iNRwdy13dQY	2006-05-17T06:15:08Z	Mike Terrana (Rage) playing at the MEINL Drum Festival 2005 - Live on stage!	81773	87	0.001063920854
Dark Angel you raise me up	0-3KuTyOdpk	2006-04-03T01:38:18Z	Video from JAF.com called you raise me up by Celtic woman.	81708	244	0.002986243697
Metal Fatigue Intro Movie	cSCOaowF2UI	2006-05-19T19:31:00Z	Intro video to the (often overlooked) Psygnosis classic RTS game, Metal Fatigue.	80836	372	0.00460191004
(14)Dark Forces II: Jedi Knight- Kyle trusts the light side	NayLCZqxdEU	2006-05-15T16:26:22Z	Kyle doesn't join Jerec and doesn't kill Jan.... © 1997 Lucasarts Entertainment Company LLC © 1997 Lucasfilm STAR WARS®	80789	132	0.001633885801
Kevin Garnett Mvp Of The 2004 Regular Season	mJ0bZfvexLE	2006-05-13T20:53:42Z	Kevin Garnett Mvp Of The 2004 Regular Season.	80117	607	0.007576419487
The Crow: City Of Angels - Leech	XyFcdzK2asw	2006-05-11T14:25:10Z	Just like my last Crow vid, The Crow - Hold On, this vid is about love and revenge. This is pretty much the beautiful sum of the ...	79911	241	0.003015855139
Test Drive® Unlimited - Official Trailer	vxm6PcUYric	2006-03-25T07:11:52Z	An overview of some capable abilities in this game, this video has been shown in many presentations and describes the concept ...	79003	34	0.0004303634039
NCIS - Ziva David - Never met a girl like you	jzZjJmV_E1E	2006-03-26T18:09:52Z	Ziva David Edwin Collins mit Never met a girl like you http://www.ncis-art.de.	79002	227	0.002873344979
Evanescence - Everybody's Fool (Rock am Ring 2004)	Gc-C1blGpfM	2006-04-30T11:34:32Z	Evanescence - Everybody's Fool Live @ Rock Am Ring 2004.	78830	299	0.003792972219
Trapped miners rescued after 2 weeks underground	GnCxyAMwa6o	2006-05-08T21:24:36Z	Fourteen days after an earthquake which killed their colleague and trapped them one kilometre underground, Tasmanian miners ...	77999	193	0.002474390697
